utt_id,ref_baseline,hyp_baseline,cer_baseline,ref_acoustic,hyp_acoustic,cer_acoustic,cer_diff,text,num_chars,num_tokens,condition
SD2101166-SDRW2100003781.1.1.341,자동차들이 최근에 이제 1월 1일 법규 바뀐 거 보셨어요 그거,자동차들 최근에 이제 1월 1일 법규 바뀐 거 보셨어요 그거,0.0294117647058823,자동차들이 최근에 이제 1월 1일 법규 바뀐 거 보셨어요 그거,자동차들 최근에 이제 1월 1일 법규 바뀐 거 보셨어요 그거,0.0294117647058823,0.0,자동차들이 최근에 이제 1월 1일 법규 바뀐 거 보셨어요 그거,25,10,normal
SD2101181-SDRW2100003793.1.1.202,진짜 그래야 오래 살지,괜찮 그래 오래 살지,0.25,진짜 그래야 오래 살지,진짜 그래 오래 살지,0.0833333333333333,0.1666666666666666,진짜 그래야 오래 살지,9,4,normal
SD2101181-SDRW2100003794.1.1.283,주인님은 와,주인님은 와,0.0,주인님은 와,주인님은 와,0.0,0.0,주인님은 와,5,2,low_info
SD2101181-SDRW2100003796.1.1.327,그러니깐 생 생존율이 0프로야,그러니까 생 생존율이 영퍼야,0.25,그러니깐 생 생존율이 0프로야,그러니까 생 생존율이 0포야,0.1875,0.0625,그러니깐 생 생존율이 0프로야,13,4,normal
SD2101183-SDRW2100003794.1.1.403,감당이 안 되니까 막 많이 버린다고 하더라고,감당이 안 되니까 막 많이 버린다고 하더라고,0.0,감당이 안 되니까 막 많이 버린다고 하더라고,감당이 안 되니까 막 많이 버린다고 하더라고,0.0,0.0,감당이 안 되니까 막 많이 버린다고 하더라고,18,7,normal
SD2101225-SDRW2100002541.1.1.35,성장을 하면서,성장을 하면서,0.0,성장을 하면서,성장을 하면서,0.0,0.0,성장을 하면서,6,2,low_info
SD2101231-SDRW2100002551.1.1.148,그리고 자극적인 만큼 관심도 많이 가고,그리고 자극적인 만큼 관심도 많이 가고,0.0,그리고 자극적인 만큼 관심도 많이 가고,그리고 자극적인 만큼 관심도 많이 가고,0.0,0.0,그리고 자극적인 만큼 관심도 많이 가고,16,6,normal
SD2101231-SDRW2100002552.1.1.74,어 활용 사용하는데,어 활용 사용을 하는데,0.2,어 활용 사용하는데,활용 사용을 하는데,0.4,-0.2,어 활용 사용하는데,8,3,normal
SD2101252-SDRW2100002597.1.1.125,실제로 어떤 사람인지 모르고 가상의 인물인 거나 다름없는데,실제로 어떤 사람인지도 모르고 가상의 인물인 거나 다름없는데,0.03125,실제로 어떤 사람인지 모르고 가상의 인물인 거나 다름없는데,실제로 어떤 사람인지도 모르고 가상의 인물인 거나 다름없는데,0.03125,0.0,실제로 어떤 사람인지 모르고 가상의 인물인 거나 다름없는데,25,8,normal
SD2101252-SDRW2100002598.1.1.298,되게 갖고 싶어서 좀 많이 찾아 봤는데,되게 갖고 싶어서 좀 많이 찾아봤는데,0.0476190476190476,되게 갖고 싶어서 좀 많이 찾아 봤는데,되게 갖고 싶어서 좀 많이 찾아봤는데,0.0476190476190476,0.0,되게 갖고 싶어서 좀 많이 찾아 봤는데,15,7,normal
SD2101253-SDRW2100002598.1.1.240,제트플립을 보면서 느꼈는데,제트플립을 보면서 느꼈는데,0.0,제트플립을 보면서 느꼈는데,제트플립을 보면서 느꼈는데,0.0,0.0,제트플립을 보면서 느꼈는데,12,3,normal
SD2101253-SDRW2100002598.1.1.265,그래도 요새 되게 고민이 많이 돼,그래서 요새 되게 고민이 많이 돼,0.0555555555555555,그래도 요새 되게 고민이 많이 돼,그래서 요새 되게 고민이 많이 돼,0.0555555555555555,0.0,그래도 요새 되게 고민이 많이 돼,13,6,normal
SD2101255-SDRW2100002269.1.1.35,얘기를 해 주는 걸 수도 있는데 이렇게,얘기를 해 주는 걸 수도 있는데 이렇게,0.0,얘기를 해 주는 걸 수도 있는데 이렇게,얘기를 해 주는 걸 수도 있는데 이렇게,0.0,0.0,얘기를 해 주는 걸 수도 있는데 이렇게,15,7,normal
SD2101275-SDRW2100003944.1.1.148,내가 사고 낼 거 같아 남들이 사고 내는 것보단,내가 사고 낼 거 같아 남들이 사고 내는 거보단,0.0384615384615384,내가 사고 낼 거 같아 남들이 사고 내는 것보단,내가 사고 낼 거 같아 남들이 사고 내는 것보단,0.0,0.0384615384615384,내가 사고 낼 거 같아 남들이 사고 내는 것보단,18,9,normal
SD2101353-SDRW2100003821.1.1.276,그래서 술 취해서 버스 타고 가는데 너무 토할 거 같아 가지고,그래서 술 취해서 버스 타고 가는데 너무 토할 거 같아 가지고,0.0,그래서 술 취해서 버스 타고 가는데 너무 토할 거 같아 가지고,그래서 술 취해서 버스 타고 가는데 너무 토할 거 같아 가지고,0.0,0.0,그래서 술 취해서 버스 타고 가는데 너무 토할 거 같아 가지고,24,11,normal
SD2101372-SDRW2100002578.1.1.254,좀 만족할 만한 그런 게 더 많을 수도 있을 거 같아,좀 만족할 만한 그런 게 더 많을 수도 있을 것 같아,0.0344827586206896,좀 만족할 만한 그런 게 더 많을 수도 있을 거 같아,좀 만족할 만한 그런 게 더 많을 수도 있을 거 같아,0.0,0.0344827586206896,좀 만족할 만한 그런 게 더 많을 수도 있을 거 같아,19,11,normal
SD2101372-SDRW2100002578.1.1.374,몰라 계속 요즘,몰라 계속 요즘,0.0,몰라 계속 요즘,몰라 계속 요즘,0.0,0.0,몰라 계속 요즘,6,3,normal
SD2101376-SDRW2100002581.1.1.173,몽환 이런 느낌도 있고,멍한 이런 느낌도 있고,0.1666666666666666,몽환 이런 느낌도 있고,몸간 이런 느낌도 있고,0.1666666666666666,0.0,몽환 이런 느낌도 있고,9,4,normal
SD2101387-SDRW2100002980.1.1.87,왜냐하면 시리즈물은 뒤로 갈수록 소재가 떨어지고,왜냐하면 시리즈물은 뒤로 갈수록 소재가 떨어지고,0.0,왜냐하면 시리즈물은 뒤로 갈수록 소재가 떨어지고,왜냐하면 시리즈물은 뒤로 갈수록 소재가 떨어지고,0.0,0.0,왜냐하면 시리즈물은 뒤로 갈수록 소재가 떨어지고,21,6,normal
SD2101394-SDRW2100002992.1.1.58,응 그렇지 그래서,응 그렇지 그래서,0.0,응 그렇지 그래서,응 그렇지 그래서,0.0,0.0,응 그렇지 그래서,7,3,normal
SD2101394-SDRW2100002992.1.1.60,아 인터넷 쇼핑이 요즘 파업 때문에 좀 길어지니까,아 인터넷 쇼핑 요즘 파업 때문에 좀 길어지니까,0.037037037037037,아 인터넷 쇼핑이 요즘 파업 때문에 좀 길어지니까,아 인터넷 쇼핑은 요즘 파워 때문에 좀 길어지니까,0.074074074074074,-0.037037037037037,아 인터넷 쇼핑이 요즘 파업 때문에 좀 길어지니까,20,8,normal
SD2101394-SDRW2100002994.1.1.311,더 하루 종일 일하고 하루 종일 설거지하고 하는데 그걸 다들 당당하게 생각을 하는 게 나는,뭐 하루 종일 일하고 하루 종일 설거지하고 하는데 그걸 다들 당연하게 생각을 하는 게 나는,0.04,더 하루 종일 일하고 하루 종일 설거지하고 하는데 그걸 다들 당당하게 생각을 하는 게 나는,더 하루 종일하고 하루 종일 설거지하고 하는데 그걸 다들 당연하게 생각을 하는 게 나는,0.06,-0.0199999999999999,더 하루 종일 일하고 하루 종일 설거지하고 하는데 그걸 다들 당당하게 생각을 하는 게 나는,36,15,normal
SD2101394-SDRW2100002995.1.1.200,나한테는 내 그냥 내가 다닌 학교고 막 그러니까,나한테는 내 그냥 내가 다시 학교고 막 그러니까,0.0384615384615384,나한테는 내 그냥 내가 다닌 학교고 막 그러니까,나한테는 내 그냥 내가 다른 학교고 막 그러니까,0.0384615384615384,0.0,나한테는 내 그냥 내가 다닌 학교고 막 그러니까,19,8,normal
SD2101417-SDRW2100002736.1.1.113,아 그렇구나,아 그렇구나,0.0,아 그렇구나,아 그렇구나,0.0,0.0,아 그렇구나,5,2,low_info
SD2101417-SDRW2100002738.1.1.185,아이를 임신하고 아이가 나갔을 때,아이를 임신하고 아이가 나갔을 때,0.0,아이를 임신하고 아이가 나갔을 때,아이를 임신하고 아이가 나갔을 때,0.0,0.0,아이를 임신하고 아이가 나갔을 때,14,5,normal
SD2101418-SDRW2100002737.1.1.307,약간 거기에 대해서 이해하는 감정이 점점 생기는 거 같아,약간 거기에 대해서 이해하는 감정이 점점 생기는 거 같아,0.0,약간 거기에 대해서 이해하는 감정이 점점 생기는 거 같아,약간 거기에 대해서 이해하는 감정이 점점 생기는 거 같아,0.0,0.0,약간 거기에 대해서 이해하는 감정이 점점 생기는 거 같아,23,9,normal
SD2101429-SDRW2100002590.1.1.337,이거는 쪼금 다른 얘기일 수 있는데 이제,이거는 조금 다른 얘기일 수 있는데 이제,0.0454545454545454,이거는 쪼금 다른 얘기일 수 있는데 이제,이거는 쪼금 다른 얘기일 수 있는데 이제,0.0,0.0454545454545454,이거는 쪼금 다른 얘기일 수 있는데 이제,16,7,normal
SD2101435-SDRW2100004176.1.1.127,어 안 보이는 그냥 우리 라디오나 아니면 시디 이런 것만 들을 때는,어 안 보이는 그냥 우리 라디오 아니면 시디 이런 것만 들을 때는,0.027027027027027,어 안 보이는 그냥 우리 라디오나 아니면 시디 이런 것만 들을 때는,어 안 보이는 그냥 우리 라디오나 아니면 시디 이런 것만 들을 때는,0.0,0.027027027027027,어 안 보이는 그냥 우리 라디오나 아니면 시디 이런 것만 들을 때는,26,12,normal
SD2101435-SDRW2100004176.1.1.90,네가 얘길 하니까 인제 엄마,네가 얘기를 하니까 인제 엄마,0.1333333333333333,네가 얘길 하니까 인제 엄마,네가 얘길 하니까 인제 엄마,0.0,0.1333333333333333,네가 얘길 하니까 인제 엄마,11,5,normal
SD2101435-SDRW2100004177.1.1.234,또 다른 자극을 받을 수도 있고,또 다른 자극을 받을 수도 있고,0.0,또 다른 자극을 받을 수도 있고,또 다른 자극을 받을 수도 있고,0.0,0.0,또 다른 자극을 받을 수도 있고,12,6,normal
SD2101435-SDRW2100004178.1.1.111,대상을 가지고 인제 어 좀 이렇게 차단도 해주고,대상을 가지고 인제 어 좀 이렇게 차단도 해 주고,0.0384615384615384,대상을 가지고 인제 어 좀 이렇게 차단도 해주고,대상을 가지고 인제 어 좀 이렇게 차단도 해 주고,0.0384615384615384,0.0,대상을 가지고 인제 어 좀 이렇게 차단도 해주고,19,8,normal
SD2101456-SDRW2100004254.1.1.362,그래서 되게 나는 의미가,글쎄 나는 의미가,0.4615384615384615,그래서 되게 나는 의미가,그래서 되게 나는 의미가,0.0,0.4615384615384615,그래서 되게 나는 의미가,10,4,normal
SD2101456-SDRW2100004255.1.1.224,그래도 그런 신재생 에너지들을 좀 더 발전하고,그래도 그런 신재생 에너지들을 좀 더 발전하고,0.0,그래도 그런 신재생 에너지들을 좀 더 발전하고,그래도 그런 신재생 에너지들을 좀 더 발전하고,0.0,0.0,그래도 그런 신재생 에너지들을 좀 더 발전하고,19,7,normal
SD2101470-SDRW2100002616.1.1.84,월 6만 원에서 8만 원까지,월 6만 원에서 8만 원까지,0.0,월 6만 원에서 8만 원까지,월 6만 원에서 8만 원까지,0.0,0.0,월 6만 원에서 8만 원까지,11,5,normal
SD2101480-SDRW2100002630.1.1.167,어 원자력 기술의 발달을 저해할 수 있다는 그런 이유만으로,어 원자력 기술의 발달을 저해할 수 있다는 그런 이유만으로,0.0,어 원자력 기술의 발달을 저해할 수 있다는 그런 이유만으로,어 원자력 기술의 발달을 저해 할 수 있다는 그런 이유만으로,0.03125,-0.03125,어 원자력 기술의 발달을 저해할 수 있다는 그런 이유만으로,24,9,normal
SD2101483-SDRW2100002632.1.1.123,옷이나,옷이나,0.0,옷이나,옷이나,0.0,0.0,옷이나,3,1,low_info
SD2101497-SDRW2100002280.1.1.149,운동 관람하는 것에 있어서 텔레비전으로도 잘 보지 않는,운동 관람하는 것에 있어서 텔레비전으로도 잘 보지 않는,0.0,운동 관람하는 것에 있어서 텔레비전으로도 잘 보지 않는,운동 관람하는 것에 있어서 텔레비전으로도 잘 보지 않는,0.0,0.0,운동 관람하는 것에 있어서 텔레비전으로도 잘 보지 않는,23,8,normal
SD2101497-SDRW2100004196.1.1.249,그럴 수도 있지,그럴 수도 있지,0.0,그럴 수도 있지,그럴 수도 있지,0.0,0.0,그럴 수도 있지,6,3,normal
SD2101530-SDRW2100001529.1.1.284,맞아 맞아,맞아 맞아,0.0,맞아 맞아,맞아 맞아,0.0,0.0,맞아 맞아,4,2,low_info
SD2101531-SDRW2100001531.1.1.491,어,어,0.0,어,어,0.0,0.0,어,1,1,low_info
SD2101534-SDRW2100001533.1.1.311,뭐 그런 복합적인 요인이 막 작용할 수도 있어,뭐 그런 복합적인 요인이 막 작용할 수도 있어,0.0,뭐 그런 복합적인 요인이 막 작용할 수도 있어,뭐 그런 복합적인 요인이 막 작용할 수도 있어,0.0,0.0,뭐 그런 복합적인 요인이 막 작용할 수도 있어,18,8,normal
SD2101562-SDRW2100001562.1.1.418,어,어,0.0,어,어,0.0,0.0,어,1,1,low_info
SD2101568-SDRW2100001567.1.1.68,너는,너는,0.0,너는,너는,0.0,0.0,너는,2,1,low_info
SD2101572-SDRW2100001571.1.1.495,아니 왜냐하면 그쪽 길이 좀 외진 길이라서,어 아니 왜냐하면 그쪽 길이 좀 외진 길이라서,0.0869565217391304,아니 왜냐하면 그쪽 길이 좀 외진 길이라서,아니 왜냐면 그쪽 길이 좀 외진 길이라서,0.0434782608695652,0.0434782608695652,아니 왜냐하면 그쪽 길이 좀 외진 길이라서,17,7,normal
SD2101582-SDRW2100001581.1.1.210,아 진짜,아 진짜,0.0,아 진짜,아 진짜,0.0,0.0,아 진짜,3,2,low_info
SD2101582-SDRW2100001581.1.1.405,그 서로 처음에는 1화에선 되게,그 서로 처음에는 1화에선 되게,0.0,그 서로 처음에는 1화에선 되게,그 서로 처음에는 1화에선 되게,0.0,0.0,그 서로 처음에는 1화에선 되게,13,5,normal
SD2101582-SDRW2100001581.1.1.523,아 그 환불원정대,아 그 환불 정돼,0.2222222222222222,아 그 환불원정대,아 그 환불 원정대,0.1111111111111111,0.1111111111111111,아 그 환불원정대,7,3,normal
SD2101588-SDRW2100001588.1.1.204,당근 하면은,당근하면은,0.1666666666666666,당근 하면은,당근하면은,0.1666666666666666,0.0,당근 하면은,5,2,low_info
SD2101588-SDRW2100001588.1.1.390,그것도 괜찮지,그것도 괜찮지,0.0,그것도 괜찮지,그것도 괜찮지,0.0,0.0,그것도 괜찮지,6,2,low_info
SD2101610-SDRW2100001610.1.1.157,어 나는 최근에,어 나는 최근에,0.0,어 나는 최근에,어 나는 최근에,0.0,0.0,어 나는 최근에,6,3,normal
SD2101610-SDRW2100001610.1.1.295,아니 아직 한 번도 안 사 봐서 모르겠어,아니 아직 한 번도 안 사 봐서 모르겠어,0.0,아니 아직 한 번도 안 사 봐서 모르겠어,아니 아직 한 번도 안 사 봐서 모르겠어,0.0,0.0,아니 아직 한 번도 안 사 봐서 모르겠어,15,8,normal
SD2101611-SDRW2100001612.1.1.292,신뢰가 쌓이면은 우정이 생기는 거 같아,신뢰가 쌓이면은 우정이 생기는 거 같아,0.0,신뢰가 쌓이면은 우정이 생기는 거 같아,신뢰가 쌓이면은 우정이 생기는 거 같아,0.0,0.0,신뢰가 쌓이면은 우정이 생기는 거 같아,16,6,normal
SD2101623-SDRW2100001623.1.1.267,어허 나 나는 밥 먹었어,어 어 나 나는 밥 먹었어,0.1538461538461538,어허 나 나는 밥 먹었어,어 어 나 나는 밥 먹었어,0.1538461538461538,0.0,어허 나 나는 밥 먹었어,9,5,normal
SD2101624-SDRW2100001623.1.1.214,얘기하고 싶은 거,얘기하고 싶은 거,0.0,얘기하고 싶은 거,얘기하고 싶은 거,0.0,0.0,얘기하고 싶은 거,7,3,normal
SD2101625-SDRW2100001625.1.1.157,어 맞아 맞아,어 맞아 맞아,0.0,어 맞아 맞아,어 맞아 맞아,0.0,0.0,어 맞아 맞아,5,3,low_info
SD2101625-SDRW2100001625.1.1.529,야 나 찢었어 찢어 먹었어,야 나 치 쳤어 찢어 먹어서 그,0.5,야 나 찢었어 찢어 먹었어,야 나 지 쳤어 아 진짜,0.5714285714285714,-0.0714285714285714,야 나 찢었어 찢어 먹었어,10,5,normal
SD2101627-SDRW2100001627.1.1.382,으응,응,0.5,으응,응,0.5,0.0,으응,2,1,low_info
SD2101633-SDRW2100002208.1.1.140,어,어,0.0,어,어,0.0,0.0,어,1,1,low_info
SD2101637-SDRW2100001643.1.1.90,알겠다고 간다고 그랬지,아 알겠다고 간다고 그랬지,0.1666666666666666,알겠다고 간다고 그랬지,알겠다고 간다고 그랬지,0.0,0.1666666666666666,알겠다고 간다고 그랬지,10,3,normal
SD2101658-SDRW2100001681.1.1.1,name1이랑 제일 친하잖아,name2랑 제일 친하잖아,0.1333333333333333,name1이랑 제일 친하잖아,name1이랑 제일 친하잖아,0.0,0.1333333333333333,name1이랑 제일 친하잖아,13,3,normal
SD2101661-SDRW2100001689.1.1.150,내년 3월에 하지,내년 3월에 하지,0.0,내년 3월에 하지,내년 3월에 하지,0.0,0.0,내년 3월에 하지,7,3,normal
SD2101661-SDRW2100001690.1.1.389,약간 좀 달라진 게 눈에 보일 정도로 수준이 좀,약간 좀 달라는 게 눈에 보일 정도로 순위 좀,0.1538461538461538,약간 좀 달라진 게 눈에 보일 정도로 수준이 좀,약간 좀 달라는 게 눈에 보일 정도로 솔직히 좀,0.1538461538461538,0.0,약간 좀 달라진 게 눈에 보일 정도로 수준이 좀,18,9,normal
SD2101661-SDRW2100001692.1.1.184,뭔가 좀 밥 종류가 먹고 싶어,뭔가 좀 밥 종류가 먹고 싶어,0.0,뭔가 좀 밥 종류가 먹고 싶어,뭔가 좀 밥 종류가 먹고 싶어,0.0,0.0,뭔가 좀 밥 종류가 먹고 싶어,11,6,normal
SD2101671-SDRW2100001712.1.1.365,오빠는 지금 당장 끝나고 시간이 많다면,오빠는 지금 당장 끝나고 시간이 많다면,0.0,오빠는 지금 당장 끝나고 시간이 많다면,오빠는 지금 당장 끝나고 시간이 많다면,0.0,0.0,오빠는 지금 당장 끝나고 시간이 많다면,16,6,normal
SD2101675-SDRW2100002212.1.1.210,군대에 좀 약간 신기한 사실을 안 느낌이야,군대에 좀 약간 신기한 사실을 안 느낌이야,0.0,군대에 좀 약간 신기한 사실을 안 느낌이야,군대에 좀 약간 신기한 사실을 안 느낌이야,0.0,0.0,군대에 좀 약간 신기한 사실을 안 느낌이야,17,7,normal
SD2101690-SDRW2100001747.1.1.18,그래서 언니는 좀 그런,,1.0,그래서 언니는 좀 그런,어<sos/eos>,1.0,0.0,그래서 언니는 좀 그런,9,4,normal
SD2101704-SDRW2100001776.1.1.47,아 맞다 name1이 언니,아 맞다 name2 언니,0.1428571428571428,아 맞다 name1이 언니,아 맞다 name2 언니,0.1428571428571428,0.0,아 맞다 name1이 언니,11,4,normal
SD2101714-SDRW2100002224.1.1.273,항상 그 김종국씨가 강조했던 운동 중에 하나잖아,항상 그 김종국 씨가 강조했던 운동 중에 하나잖아,0.0384615384615384,항상 그 김종국씨가 강조했던 운동 중에 하나잖아,항상 그 김종국 씨가 강조했던 운동 중에 하나잖아,0.0384615384615384,0.0,항상 그 김종국씨가 강조했던 운동 중에 하나잖아,20,7,normal
SD2101714-SDRW2100002225.1.1.171,뭐 이런 애들 있잖아 이쁜 애들,막 이런 애들 있잖아 이쁜 애들,0.0588235294117647,뭐 이런 애들 있잖아 이쁜 애들,막 이런 애들 있잖아 이쁜 애들,0.0588235294117647,0.0,뭐 이런 애들 있잖아 이쁜 애들,12,6,normal
SD2101717-SDRW2100001801.1.1.78,살이 찌고 건강해져야 되는데,살이 찌고 건강해져야 되는데,0.0,살이 찌고 건강해져야 되는데,살을 찌고 건강해져야 되는데,0.0666666666666666,-0.0666666666666666,살이 찌고 건강해져야 되는데,12,4,normal
SD2101727-SDRW2100001821.1.1.198,렌터카 회산데,렌터카 회산데,0.0,렌터카 회산데,렌터카에 산데,0.2857142857142857,-0.2857142857142857,렌터카 회산데,6,2,low_info
SD2101727-SDRW2100001821.1.1.312,그 석박사 전형이 있더라고,그 석박사 전용이 있더라고,0.0714285714285714,그 석박사 전형이 있더라고,그 석박사 전형이 있더라고,0.0,0.0714285714285714,그 석박사 전형이 있더라고,11,4,normal
SD2101727-SDRW2100001821.1.1.6,식품 회산데,싶으면 산인데,0.8333333333333334,식품 회산데,식품 회산데,0.0,0.8333333333333334,식품 회산데,5,2,low_info
SD2101728-SDRW2100001821.1.1.224,어,어,0.0,어,어,0.0,0.0,어,1,1,low_info
SD2101728-SDRW2100001823.1.1.278,게임이 재밌으면 보고 있고,게임이 재밌으면 보고 있고,0.0,게임이 재밌으면 보고 있고,게임이 재밌으면 보고 있고,0.0,0.0,게임이 재밌으면 보고 있고,11,4,normal
SD2101728-SDRW2100001823.1.1.70,빠르게 랩 하면 아 쟤 랩스큐럽다 빠르게만 말할 뿐이다 막 이래 갖고,빠르게 랩 하면 아 차 레스크롭다 빠르게만 말할 뿐이다 막 이래 갖고,0.1052631578947368,빠르게 랩 하면 아 쟤 랩스큐럽다 빠르게만 말할 뿐이다 막 이래 갖고,빠르게 랩 하면 아 잘 레스기롭다 빠르게만 말할 뿐이다 막 이래 갖고,0.1052631578947368,0.0,빠르게 랩 하면 아 쟤 랩스큐럽다 빠르게만 말할 뿐이다 막 이래 갖고,27,12,normal
SD2101739-SDRW2100001845.1.1.122,나 저번에 네가 연예인는 안 늙는다 했잖아,나 저번에 네가 연예인 안 늙는다 했잖아,0.0434782608695652,나 저번에 네가 연예인는 안 늙는다 했잖아,나 저번에 네가 연예인들 안 듣는다 했잖아,0.0869565217391304,-0.0434782608695652,나 저번에 네가 연예인는 안 늙는다 했잖아,17,7,normal
SD2101739-SDRW2100001845.1.1.47,그래서 그런 느낌 때문에 다시 정주행을 못 해,그래서 그런 느낌 때문에 다시 정중을 못 하겠어,0.2,그래서 그런 느낌 때문에 다시 정주행을 못 해,그래서 그런 느낌 때문에 다 존중을 못 하어,0.24,-0.0399999999999999,그래서 그런 느낌 때문에 다시 정주행을 못 해,18,8,normal
SD2101746-SDRW2100001857.1.1.104,영상이나 노래 음원이나 이런 것 구하기가 어려워 누가,영상이나 노래 음원이나 이런 거 구하기가 어려워 그리고 누가,0.1724137931034483,영상이나 노래 음원이나 이런 것 구하기가 어려워 누가,영상이나 노래 음원이나 이런 거 구하기가 어려워 누가,0.0344827586206896,0.1379310344827586,영상이나 노래 음원이나 이런 것 구하기가 어려워 누가,22,8,normal
SD2101750-SDRW2100001866.1.1.124,어 나는 원래 활동적인 거를 별로 안 좋아해 가지고,어 나는 원래 활동적인 거를 별로 안 좋아해 가지고,0.0,어 나는 원래 활동적인 거를 별로 안 좋아해 가지고,어 나는 원래 활동적인 거를 별로 안 좋아해 가지고,0.0,0.0,어 나는 원래 활동적인 거를 별로 안 좋아해 가지고,20,9,normal
SD2101750-SDRW2100001868.1.1.118,네가 야구를 보듯이 나도 축구를 되게 진심으로 보는 편인데 그래서 나도,네가 야구를 보듯이 나도 축구를 되게 진심으로 보는 편인데 그래서 나도,0.0,네가 야구를 보듯이 나도 축구를 되게 진심으로 보는 편인데 그래서 나도,네가 야구를 보듯이 나도 축구를 되게 진심으로 보는 편인데 그래서 나도,0.0,0.0,네가 야구를 보듯이 나도 축구를 되게 진심으로 보는 편인데 그래서 나도,29,11,normal
SD2101762-SDRW2100001891.1.1.170,그거 다 남편인 고수 때문에 우선 다 고생한 거긴 한데,그 남편이 그 고수 때문에 우선 다고 생한 거긴 한데,0.2666666666666666,그거 다 남편인 고수 때문에 우선 다 고생한 거긴 한데,그 남편인 그 고수 때문에 우선 다 고생한 거긴 한데,0.1666666666666666,0.1,그거 다 남편인 고수 때문에 우선 다 고생한 거긴 한데,21,10,normal
SD2101762-SDRW2100001891.1.1.208,뭐 스파이더맨이라든가,뭐 스파이더맨이라든가,0.0,뭐 스파이더맨이라든가,뭐 스파이더맨이라든가,0.0,0.0,뭐 스파이더맨이라든가,10,2,low_info
SD2101762-SDRW2100001892.1.1.199,우선은 최대한 하는 거 봐서 7시 전에 들어오는 게 목표야 우선은,우선은 최대한 하는 거 봐서 1시 전에 들어오는 목표야 우선은,0.0833333333333333,우선은 최대한 하는 거 봐서 7시 전에 들어오는 게 목표야 우선은,우선은 최대하는 거 봐서 이 없이 전에 들어오는 게 목표야 우선은,0.1666666666666666,-0.0833333333333333,우선은 최대한 하는 거 봐서 7시 전에 들어오는 게 목표야 우선은,26,11,normal
SD2101769-SDRW2100001907.1.1.149,그래 가지고 내가,그래 가지고 내가,0.0,그래 가지고 내가,그래 가지고 내가,0.0,0.0,그래 가지고 내가,7,3,normal
SD2101771-SDRW2100001909.1.1.107,춤 췄잖아 몰라,춤췄잖아 몰라,0.125,춤 췄잖아 몰라,춤췄잖아 몰라,0.125,0.0,춤 췄잖아 몰라,6,3,normal
SD2101771-SDRW2100001909.1.1.314,음 그럼 다행히다 나는,음 그럼 다행히다 나는,0.0,음 그럼 다행히다 나는,음 그럼 다행히나 나는,0.0833333333333333,-0.0833333333333333,음 그럼 다행히다 나는,9,4,normal
SD2101771-SDRW2100001909.1.1.62,목소리 너무 좋아,목소리 너무 좋아,0.0,목소리 너무 좋아,목소리 너무 좋아,0.0,0.0,목소리 너무 좋아,7,3,normal
SD2101775-SDRW2100001919.1.1.134,꼬치 한 개씩 사 먹으면 그렇게 비싸진 않은데,꼬치 한 개씩 사 먹으면 그렇게 비싸진 않은데,0.0,꼬치 한 개씩 사 먹으면 그렇게 비싸진 않은데,꼬치 한 개씩 사 먹으면 그렇게 비싸진 않은데,0.0,0.0,꼬치 한 개씩 사 먹으면 그렇게 비싸진 않은데,18,8,normal
SD2101787-SDRW2100001941.1.1.58,뭐 더 신경 써야 되는 거 이런 거는 많이 없었어,뭐 더 신경 써야 되는 것 이런 거는 많이 없었어,0.037037037037037,뭐 더 신경 써야 되는 거 이런 거는 많이 없었어,뭐 더 신경 써야 되는 것 이런 거는 많이 없었어,0.037037037037037,0.0,뭐 더 신경 써야 되는 거 이런 거는 많이 없었어,18,10,normal
SD2101793-SDRW2100001955.1.1.64,우리가,우리가,0.0,우리가,우리가,0.0,0.0,우리가,3,1,low_info
SD2101816-SDRW2100001997.1.1.177,첫 째다 보니까 이게 부모님한테 나 일해요 힘들어요 뭐 이렇게 했으면 좋겠어요 라는 얘기를,첫째다 보니까 이게 부모님한테 나 이래요 힘들어요 뭐 이렇게 했으면 좋겠어요라는 얘기를,0.08,첫 째다 보니까 이게 부모님한테 나 일해요 힘들어요 뭐 이렇게 했으면 좋겠어요 라는 얘기를,첫째다 보니까 이게 부모님한테 나 이래요 힘들어요 뭐 이렇게 했으면 좋겠어요라는 얘기를,0.08,0.0,첫 째다 보니까 이게 부모님한테 나 일해요 힘들어요 뭐 이렇게 했으면 좋겠어요 라는 얘기를,37,14,normal
SD2101816-SDRW2100001998.1.1.271,할 수 있는 사람이,할 수 있는 사람이,0.0,할 수 있는 사람이,할 수 있는 사람이,0.0,0.0,할 수 있는 사람이,7,4,normal
SD2101816-SDRW2100001999.1.1.356,근데 단지 이걸 아 이걸 꼭 언제,근데 지 이 아 이걸 꼭 언제,0.1111111111111111,근데 단지 이걸 아 이걸 꼭 언제,그 단지 이걸 아 이걸 꼭 언제,0.1111111111111111,0.0,근데 단지 이걸 아 이걸 꼭 언제,12,7,normal
